gene_id gene_name gene_biotype P14E1Vil_1_1_count P14E1Vil_1_3_count P14E2Vil_1_1_count P14E2Vil_1_2_count P14E2Vil_1_3_count P14E1Vil_2_4_count P14E2Vil_2_5_count P13E2Cad_2_3_count P13E2Cad_2_4_count P13E2Cad_1_1_count P13E2Cad_1_3_count P13E2Cad_1_4_count P13E2Cad_1_5_count P13E1Col_1_3_count P13E1Col_1_4_count P13E1Col_1_5_count P13E1Col_1_6_count P13E1Col_1_7_count a10 a19 a20 a9
Man2c1 ENSMUSG00000032295 Man2c1 protein_coding 1042 969 1335 1045 1258 313 1062 1333 956 925 1056 1076 909 950 745 908 477 666 494 406 444 395
Celf6 ENSMUSG00000032297 Celf6 protein_coding 94 89 91 73 145 79 86 64 91 94 56 128 102 136 100 79 50 93 52 51 44 55
Neil1 ENSMUSG00000032298 Neil1 protein_coding 242 310 354 257 310 309 255 393 252 306 369 341 263 230 349 239 214 245 80 101 114 87
Commd4 ENSMUSG00000032299 Commd4 protein_coding 781 807 759 748 869 1833 1186 1204 1109 1094 1053 1312 837 993 906 878 1645 1496 339 311 350 273
X1700017B05Rik ENSMUSG00000032300 1700017B05Rik protein_coding 565 540 745 731 802 368 931 574 692 605 570 807 530 767 669 1159 395 567 246 196 261 265
Psma4 ENSMUSG00000032301 Psma4 protein_coding 2714 3268 2500 3234 3643 8171 4902 3596 4542 3733 4193 4622 3567 3842 4577 4021 7315 6603 1007 1182 1097 1145
Chrna3 ENSMUSG00000032303 Chrna3 protein_coding 127 95 91 68 133 26 50 66 55 38 53 68 66 67 53 80 26 25 69 95 78 78
Fam219b ENSMUSG00000032305 Fam219b protein_coding 445 503 634 461 499 411 454 555 504 458 534 563 492 416 384 473 391 353 193 176 220 148
Mpi ENSMUSG00000032306 Mpi protein_coding 1908 2215 2410 2429 2763 2690 3846 3270 4033 3586 3232 4045 3240 3506 3049 2933 2653 3677 753 665 927 694
Ube2q2 ENSMUSG00000032307 Ube2q2 protein_coding 1071 952 991 896 1057 822 951 648 623 553 627 665 529 1001 1037 1059 988 1077 379 405 441 331
Ulk3 ENSMUSG00000032308 Ulk3 protein_coding 375 386 605 402 497 149 366 794 751 623 817 846 592 412 298 381 245 379 230 164 169 202
Fbxo22 ENSMUSG00000032309 Fbxo22 protein_coding 864 879 972 834 1032 705 882 784 674 594 709 696 629 854 933 893 800 889 343 347 350 413
Nrg4 ENSMUSG00000032311 Nrg4 protein_coding 32 46 60 19 53 26 34 24 12 26 32 31 19 43 22 51 34 36 100 91 96 104
Csk ENSMUSG00000032312 Csk protein_coding 2338 2258 3073 2433 3051 1991 2992 2518 2358 2199 2372 2673 2039 3527 2936 3413 2383 3177 1053 979 1079 1047
Tmem266 ENSMUSG00000032313 Tmem266 protein_coding 46 47 24 31 50 55 72 43 50 13 36 66 31 61 74 77 54 51 10 17 13 28
Etfa ENSMUSG00000032314 Etfa protein_coding 3934 4206 3354 3648 4936 5672 4270 3959 3476 3449 3373 4068 3277 4893 5282 3978 4996 5628 1342 1328 1146 1319
Cyp1a1 ENSMUSG00000032315 Cyp1a1 protein_coding 9 6 8 1 14 11 1 1 0 3 0 0 1 7 11 5 3 3 7 9 19 11
Clk3 ENSMUSG00000032316 Clk3 protein_coding 1275 1272 1420 1324 1585 634 1268 1635 1433 1216 1423 1400 1124 1361 1036 1159 655 1004 896 701 826 734
Isl2 ENSMUSG00000032318 Isl2 protein_coding 57 14 8 15 22 6 18 18 23 16 6 25 2 21 5 26 7 13 40 4 22 4
Rcn2 ENSMUSG00000032320 Rcn2 protein_coding 1194 1392 1369 1136 1267 1653 1449 1077 1060 1002 918 1136 908 1313 1572 1402 1462 1609 434 451 554 368
Pstpip1 ENSMUSG00000032322 Pstpip1 protein_coding 155 77 112 137 143 336 194 304 219 165 268 243 183 157 148 311 178 319 46 29 30 32
Cyp11a1 ENSMUSG00000032323 Cyp11a1 protein_coding 3 0 1 1 2 0 8 2 5 3 7 4 3 1 4 9 3 9 4 2 0 4
Tspan3 ENSMUSG00000032324 Tspan3 protein_coding 11067 12601 13139 9130 11016 6479 6638 5933 4095 5525 3768 4228 5467 8751 8203 5513 6896 6156 4414 4573 4964 5321
Stra6 ENSMUSG00000032327 Stra6 protein_coding 274 128 176 53 286 23 48 62 48 51 77 60 56 52 190 87 44 34 6 11 6 35
Tmem30a ENSMUSG00000032328 Tmem30a protein_coding 4114 5181 4952 4066 5522 6037 4751 4910 4419 4030 4013 4708 3797 5005 5422 4329 4198 5370 1923 1766 2089 1815
Hmg20a ENSMUSG00000032329 Hmg20a protein_coding 792 984 1091 926 1092 348 750 891 663 567 698 756 561 915 691 700 389 642 394 443 430 372
Cox7a2 ENSMUSG00000032330 Cox7a2 protein_coding 4302 5469 4207 4723 5209 18979 6633 6804 6576 5905 6401 7289 5309 5499 6853 4158 11762 11086 1280 1233 1386 1076
Col12a1 ENSMUSG00000032332 Col12a1 protein_coding 1091 1271 1878 862 1279 327 847 1319 575 696 517 685 592 1171 549 1710 259 327 594 872 1125 478
Stoml1 ENSMUSG00000032333 Stoml1 protein_coding 400 426 505 363 448 322 305 503 355 313 400 402 319 407 341 344 265 385 155 167 168 173
Loxl1 ENSMUSG00000032334 Loxl1 protein_coding 1040 791 1557 774 995 323 725 414 196 308 213 259 306 1131 789 1267 522 674 401 423 535 334
Nptn ENSMUSG00000032336 Nptn protein_coding 3919 4352 3892 3350 4681 3242 3781 3411 3579 3116 3254 3523 3176 4424 3839 3773 3126 4027 1553 1597 1857 1713
Hcn4 ENSMUSG00000032338 Hcn4 protein_coding 11 10 16 5 13 0 2 0 6 4 1 2 2 14 7 5 4 6 5 7 5 9
Neo1 ENSMUSG00000032340 Neo1 protein_coding 2475 3284 3953 2580 3301 659 2163 2253 1587 1722 1714 1713 1940 2363 1776 2400 832 1251 1119 1261 1680 1238
Mto1 ENSMUSG00000032342 Mto1 protein_coding 275 409 397 388 452 226 450 407 308 257 356 358 254 347 418 441 336 435 136 142 206 140
Impg1 ENSMUSG00000032343 Impg1 protein_coding 0 3 0 1 1 0 0 2 7 1 1 0 0 1 0 3 1 4 1 2 0 2
Mb21d1 ENSMUSG00000032344 Mb21d1 protein_coding 155 183 187 162 152 113 180 155 127 96 133 135 84 152 201 283 137 288 50 80 101 67
Ooep ENSMUSG00000032346 Ooep protein_coding 25 19 20 6 11 8 3 12 4 9 12 26 10 7 5 17 0 8 14 8 8 12
Gsta4 ENSMUSG00000032348 Gsta4 protein_coding 1616 1404 821 759 725 649 820 246 370 410 148 378 500 926 1208 517 697 331 315 363 416 274
Elovl5 ENSMUSG00000032349 Elovl5 protein_coding 1737 2473 1722 1996 1993 1476 2360 1745 1492 1657 1592 1617 1534 2327 2461 2317 1460 1930 648 755 986 517
Gclc ENSMUSG00000032350 Gclc protein_coding 2715 2922 1813 2132 3128 847 2019 1613 1626 1364 1504 1607 1726 2480 2054 2231 1172 2004 1118 1063 1287 1360
Lrrc1 ENSMUSG00000032352 Lrrc1 protein_coding 1616 1737 1703 1516 1950 1835 2761 2730 3550 2130 2608 2916 2158 2311 2164 2332 1463 2385 656 650 738 552
Tmed3 ENSMUSG00000032353 Tmed3 protein_coding 3392 2781 2649 2746 2778 4468 2856 1858 1788 2189 1738 2027 2049 2657 2844 2422 3487 2700 935 1121 1431 677
Mlip ENSMUSG00000032355 Mlip protein_coding 1 9 3 4 5 2 0 1 0 8 1 0 0 0 4 0 2 2 2 2 1 0
Rasgrf1 ENSMUSG00000032356 Rasgrf1 protein_coding 13 17 8 6 13 0 5 21 33 13 30 18 16 5 12 16 6 10 2 2 3 1
Tinag ENSMUSG00000032357 Tinag protein_coding 337 555 591 340 408 342 278 473 174 281 266 287 270 364 313 242 209 282 155 213 294 131
Fam83b ENSMUSG00000032358 Fam83b protein_coding 543 878 953 455 802 28 318 573 328 167 404 426 196 462 371 514 53 303 468 320 457 519
Ctsh ENSMUSG00000032359 Ctsh protein_coding 2092 2041 1616 1347 1339 3489 1502 1917 1083 960 1328 1383 762 1821 1819 2267 1368 2316 655 551 718 485
Hcrtr2 ENSMUSG00000032360 Hcrtr2 protein_coding 7 1 2 0 1 0 0 0 0 0 0 6 0 0 6 0 0 0 0 0 2 2
Adamts7 ENSMUSG00000032363 Adamts7 protein_coding 141 101 222 116 158 31 141 85 78 81 50 76 82 193 106 216 61 80 95 91 117 64
Tpm1 ENSMUSG00000032366 Tpm1 protein_coding 22816 25311 32135 18703 28816 13615 15420 20858 18119 19794 16531 18594 17670 28824 20331 20628 15170 21117 13910 12270 13659 13410
Plscr1 ENSMUSG00000032369 Plscr1 protein_coding 3729 4914 4084 4710 5376 5894 8364 5153 6264 5007 5071 6716 5530 5666 5561 5809 7217 9307 1414 1528 1628 1708
Lactb ENSMUSG00000032370 Lactb protein_coding 446 433 445 366 508 512 395 394 363 422 348 436 320 457 443 487 356 553 179 169 194 184
Plscr2 ENSMUSG00000032372 Plscr2 protein_coding 113 134 103 73 110 69 49 46 39 28 33 58 43 54 72 53 74 47 30 34 43 32
Car12 ENSMUSG00000032373 Car12 protein_coding 2379 1948 389 1745 4226 525 1994 1667 1535 1392 1431 1598 2052 2733 2277 3103 1535 1519 823 736 718 1568
Plod2 ENSMUSG00000032374 Plod2 protein_coding 540 392 647 400 548 236 323 343 200 233 174 278 215 522 387 464 189 264 203 193 305 170
Aph1b ENSMUSG00000032375 Aph1b protein_coding 485 533 473 444 567 378 319 291 277 370 272 332 292 449 420 367 290 462 214 226 239 150
Usp3 ENSMUSG00000032376 Usp3 protein_coding 1770 2093 1886 1746 2158 1377 1808 1699 1353 1247 1428 1450 1305 2092 1851 1812 1417 1948 813 752 834 675
Plscr4 ENSMUSG00000032377 Plscr4 protein_coding 411 376 372 283 336 82 168 168 70 96 142 104 97 244 183 169 87 174 161 151 152 115
Dapk2 ENSMUSG00000032380 Dapk2 protein_coding 650 904 919 920 1117 1614 1664 1283 1622 1494 1445 1635 1311 1494 1242 1566 1670 1866 227 236 349 240
Fam96a ENSMUSG00000032381 Fam96a protein_coding 1699 2066 1936 1906 2375 4442 2966 2483 2584 2679 2689 2852 2250 2641 3231 2353 5305 4360 604 681 890 541
Snx1 ENSMUSG00000032382 Snx1 protein_coding 2630 3623 3675 2993 3565 2124 3480 3440 2851 2518 2845 2791 2273 3939 2853 3159 2708 3743 1297 1246 1353 1176
Ppib ENSMUSG00000032383 Ppib protein_coding 2633 2808 2527 2307 2617 2869 3162 2057 1941 1853 1958 1987 1719 2994 3264 2901 3681 4091 2153 2120 2576 1656
Csnk1g1 ENSMUSG00000032384 Csnk1g1 protein_coding 854 1035 1060 882 1147 341 883 1134 947 627 984 1052 695 947 779 1072 402 571 346 304 419 347
Trip4 ENSMUSG00000032386 Trip4 protein_coding 783 830 831 793 860 655 713 996 819 731 873 918 742 780 673 850 558 767 281 309 389 256
Rbpms2 ENSMUSG00000032387 Rbpms2 protein_coding 331 308 503 215 418 105 148 251 168 263 196 219 197 319 242 222 153 186 179 162 168 204
Spg21 ENSMUSG00000032388 Spg21 protein_coding 1070 1187 1166 1041 1186 1417 1474 968 923 903 963 1097 831 1270 1396 1198 1576 1851 288 363 416 345
Parp16 ENSMUSG00000032392 Parp16 protein_coding 484 577 600 526 535 212 526 476 366 389 395 468 439 488 577 454 314 454 177 165 233 91
Dpp8 ENSMUSG00000032393 Dpp8 protein_coding 2730 3570 3917 3175 3782 900 2932 2623 2060 1797 2166 2374 1953 3189 2915 3450 1312 2708 1515 1382 1838 1256
Igdcc3 ENSMUSG00000032394 Igdcc3 protein_coding 2 3 15 0 5 0 1 0 2 2 0 0 2 3 1 10 4 0 3 0 1 3
Dis3l ENSMUSG00000032396 Dis3l protein_coding 641 686 656 595 663 333 735 610 483 434 510 544 479 562 573 681 375 582 234 276 335 202
Tipin ENSMUSG00000032397 Tipin protein_coding 239 414 416 339 333 943 469 291 331 283 351 353 277 328 513 400 781 673 115 164 207 91
Snapc5 ENSMUSG00000032398 Snapc5 protein_coding 864 997 898 817 1008 1213 952 1090 876 903 1133 1001 832 967 902 796 1182 1048 338 346 350 300
Rpl4 ENSMUSG00000032399 Rpl4 protein_coding 23036 29365 30472 24553 26799 37823 31401 24001 20822 19387 21448 23041 17373 31513 32404 27922 34290 37827 10482 11560 13298 8591
Zwilch ENSMUSG00000032400 Zwilch protein_coding 246 295 324 333 378 174 397 254 254 203 292 288 152 306 280 381 225 333 136 125 145 110
Lctl ENSMUSG00000032401 Lctl protein_coding 10 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 4 0 38 26 18 26
Smad3 ENSMUSG00000032402 Smad3 protein_coding 1284 1267 2193 1416 1762 412 1730 1224 1385 1227 988 1269 1431 1913 1418 1775 590 910 618 610 672 519
X2300009A05Rik ENSMUSG00000032403 2300009A05Rik protein_coding 116 117 130 104 91 153 127 136 106 99 122 132 115 99 108 85 119 101 136 107 143 106
Pias1 ENSMUSG00000032405 Pias1 protein_coding 938 934 1079 882 1081 449 933 1096 816 842 883 1047 705 968 835 1007 468 624 410 444 467 398
U2surp ENSMUSG00000032407 U2surp protein_coding 1702 2054 2416 1824 2217 1124 1931 2022 1430 1363 1537 1644 1394 1793 1549 1928 1068 1579 696 763 1099 707
Atr ENSMUSG00000032409 Atr protein_coding 431 632 635 536 549 208 499 373 236 195 275 339 199 407 452 647 221 421 224 205 269 227
Xrn1 ENSMUSG00000032410 Xrn1 protein_coding 1178 1854 2059 1570 2006 430 1341 1661 1043 1032 1373 1436 1040 1599 1154 1188 545 882 683 615 743 690
Tfdp2 ENSMUSG00000032411 Tfdp2 protein_coding 1435 1749 2067 1319 1840 487 1272 1142 805 623 1013 1001 850 1348 1123 1140 617 1053 761 640 832 692
Atp1b3 ENSMUSG00000032412 Atp1b3 protein_coding 2108 2125 2286 1742 2097 2182 2331 1483 1382 1380 1305 1475 1250 1993 2255 2558 2287 2545 758 735 902 621
Rasa2 ENSMUSG00000032413 Rasa2 protein_coding 1305 1590 1727 1291 1491 797 1195 1653 1318 971 1220 1377 1119 1164 976 1255 666 949 619 494 548 581
Ube2cbp ENSMUSG00000032415 Ube2cbp protein_coding 57 47 51 45 44 76 81 34 47 33 41 64 30 39 74 96 59 49 27 12 27 19
Rwdd2a ENSMUSG00000032417 Rwdd2a protein_coding 25 26 38 31 43 42 28 26 30 44 29 16 23 72 19 34 31 46 22 9 24 11
Me1 ENSMUSG00000032418 Me1 protein_coding 1161 776 399 707 831 916 1055 581 1119 695 630 880 802 1244 1480 1133 691 850 379 394 423 322
Tbx18 ENSMUSG00000032419 Tbx18 protein_coding 4 4 7 10 4 0 0 1 1 1 5 0 0 2 7 0 0 11 3 1 0 2
Nt5e ENSMUSG00000032420 Nt5e protein_coding 993 2448 4235 1616 2025 1309 916 3185 1094 1226 1300 1763 1207 2350 1017 1050 320 724 794 705 842 718
Snx14 ENSMUSG00000032422 Snx14 protein_coding 1240 1368 1382 1132 1457 895 1236 1403 1082 1003 950 1238 963 1309 1048 1124 763 1082 409 453 543 414
Syncrip ENSMUSG00000032423 Syncrip protein_coding 2750 3036 3589 2773 3164 2452 3737 2452 2246 1980 2383 2450 1834 3086 3326 3620 2528 3182 906 940 1222 907
Zfp949 ENSMUSG00000032425 Zfp949 protein_coding 228 287 260 313 367 222 233 309 260 286 294 296 251 311 190 262 200 211 160 165 173 100
Crtap ENSMUSG00000032431 Crtap protein_coding 832 593 790 637 763 403 617 417 323 349 282 350 287 803 565 638 525 658 261 263 324 233
Cmtm6 ENSMUSG00000032434 Cmtm6 protein_coding 4332 5854 6806 5373 6718 4593 7030 5069 6187 5063 4990 5739 4996 7348 6181 6688 5137 6748 2002 2148 2392 1933
Dync1li1 ENSMUSG00000032435 Dync1li1 protein_coding 1204 1280 1418 1110 1427 797 1719 1553 1478 1286 1464 1618 1369 1382 1293 1602 1046 1423 440 506 558 437
Cmtm7 ENSMUSG00000032436 Cmtm7 protein_coding 286 268 456 348 333 711 446 388 241 288 299 340 239 409 433 622 672 774 119 137 222 131
Stt3b ENSMUSG00000032437 Stt3b protein_coding 5883 7893 8129 6855 8116 5010 7969 7019 6330 5647 6224 6401 6029 8047 7980 8123 4968 6988 2406 2334 3315 2318
Tgfbr2 ENSMUSG00000032440 Tgfbr2 protein_coding 4106 4647 5118 3791 4785 1508 3289 2525 1564 1742 1732 1919 1949 4493 4236 5638 1875 3524 1582 1925 2437 1458
Zcwpw2 ENSMUSG00000032443 Zcwpw2 transcribed_unprocessed_pseudogene 2 1 4 1 4 0 1 2 0 2 7 1 0 0 3 7 0 0 0 0 1 1
Eomes ENSMUSG00000032446 Eomes protein_coding 28 9 1 10 30 13 11 18 10 4 13 8 8 10 22 29 35 15 3 5 4 6
Slc25a36 ENSMUSG00000032449 Slc25a36 protein_coding 1420 2647 3801 1724 2429 896 1155 1622 833 873 1015 916 869 1678 1468 1157 700 880 937 753 939 690
Clstn2 ENSMUSG00000032452 Clstn2 protein_coding 16 16 7 7 15 1 5 20 13 18 19 16 16 16 1 17 3 23 3 10 5 4
Rbp2 ENSMUSG00000032454 Rbp2 protein_coding 342 435 811 266 382 406 408 220 105 187 130 141 112 750 347 321 864 374 219 155 144 248
Nmnat3 ENSMUSG00000032456 Nmnat3 protein_coding 176 271 355 205 200 141 205 172 86 143 142 182 151 142 176 149 86 158 87 108 107 61
Copb2 ENSMUSG00000032458 Copb2 protein_coding 5812 7288 6025 6407 7051 3887 7796 6219 6352 5526 5945 6678 5493 6683 6340 6907 3833 5762 2442 2642 3297 2188
Mrps22 ENSMUSG00000032459 Mrps22 protein_coding 401 563 470 445 597 1213 724 412 476 395 473 517 428 663 758 585 1138 1225 197 235 268 203
Pik3cb ENSMUSG00000032462 Pik3cb protein_coding 535 518 463 485 567 342 663 546 562 426 405 482 393 528 577 709 335 572 188 158 231 169
Faim ENSMUSG00000032463 Faim protein_coding 290 284 334 230 309 440 389 249 298 261 269 332 251 379 365 380 357 367 103 104 124 101
Armc8 ENSMUSG00000032468 Armc8 protein_coding 1070 1232 1403 1252 1440 881 1219 1346 1205 1032 1319 1399 1048 1230 1299 1315 1070 1302 503 486 568 461
Dbr1 ENSMUSG00000032469 Dbr1 protein_coding 401 470 461 393 485 472 490 395 338 334 437 412 297 540 529 482 588 631 126 144 168 151
Mras ENSMUSG00000032470 Mras protein_coding 279 155 256 161 248 76 132 88 71 99 95 94 83 184 185 224 134 111 78 85 86 71
Nck1 ENSMUSG00000032475 Nck1 protein_coding 871 1053 1240 970 1044 1214 880 1060 802 788 849 896 658 1093 1106 893 1087 951 409 388 416 342
Cdc25a ENSMUSG00000032477 Cdc25a protein_coding 1701 1443 1597 1646 1982 1020 2027 1516 1989 1664 1669 2122 1595 1770 1601 1822 1088 1361 593 461 574 595
Nme6 ENSMUSG00000032478 Nme6 protein_coding 288 277 317 287 210 535 395 279 369 291 309 366 277 258 349 245 594 343 82 84 128 68
Map4 ENSMUSG00000032479 Map4 protein_coding 4028 4181 6228 3598 5072 1372 4256 4392 4635 3968 3802 4725 4270 4579 3291 5064 1532 2317 1578 1513 2216 1463
Dhx30 ENSMUSG00000032480 Dhx30 protein_coding 1276 1248 1398 1162 1275 618 1311 1182 983 949 1050 1152 940 1056 1066 1255 717 1140 398 424 539 378
Smarcc1 ENSMUSG00000032481 Smarcc1 protein_coding 1402 1595 1953 1506 1569 585 1774 1225 1063 935 1194 1230 1005 1558 1411 2083 786 1130 539 649 846 516
Cspg5 ENSMUSG00000032482 Cspg5 protein_coding 88 68 27 40 60 9 17 6 14 32 12 7 19 20 20 19 9 5 26 19 31 38
Ngp ENSMUSG00000032484 Ngp protein_coding 19 0 0 4 0 94 128 16 28 3 40 46 5 98 79 327 174 69 0 0 0 0
Scap ENSMUSG00000032485 Scap protein_coding 1685 1727 2069 1513 1873 944 1986 1278 1235 1095 1121 1264 1067 1916 1661 2101 1210 1802 793 811 1030 819
Ptgs2 ENSMUSG00000032487 Ptgs2 protein_coding 190 287 208 257 349 469 637 247 381 277 132 188 200 426 346 412 456 371 88 75 109 113
Kif9 ENSMUSG00000032489 Kif9 protein_coding 46 96 127 72 94 35 80 111 77 85 75 103 82 60 68 60 50 56 25 29 44 30
Nradd ENSMUSG00000032491 Nradd protein_coding 151 127 122 77 134 104 106 133 132 118 119 133 81 128 86 100 90 89 38 37 32 30
Pth1r ENSMUSG00000032492 Pth1r protein_coding 175 175 196 131 182 106 131 90 56 62 64 64 63 158 132 142 103 138 97 89 104 78
Tdgf1 ENSMUSG00000032494 Tdgf1 protein_coding 7 3 1 0 6 0 2 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0
Lrrc2 ENSMUSG00000032495 Lrrc2 protein_coding 34 6 17 10 39 2 10 0 1 1 5 4 2 3 6 2 3 8 2 1 3 2
Ltf ENSMUSG00000032496 Ltf protein_coding 38 48 13 251 27 312 890 191 1154 311 1002 1545 988 210 237 707 434 485 3 2 2 1
Lrrfip2 ENSMUSG00000032497 Lrrfip2 protein_coding 2267 2434 2390 2277 2908 1924 2603 2661 2931 2495 2557 2860 2411 2594 2473 2397 1778 2079 1115 950 1018 1112
Mlh1 ENSMUSG00000032498 Mlh1 protein_coding 412 585 598 545 503 403 708 548 461 388 508 549 427 532 470 570 327 441 178 229 263 182
Dclk3 ENSMUSG00000032500 Dclk3 protein_coding 153 106 146 121 100 21 61 37 26 31 20 31 31 89 54 34 19 32 50 41 57 40
Trib1 ENSMUSG00000032501 Trib1 protein_coding 1597 2453 4278 1826 2817 837 1845 1822 1697 2065 1588 1861 1503 2779 1646 2266 1213 1519 1114 848 1225 955
Stac ENSMUSG00000032502 Stac protein_coding 46 53 91 56 65 16 11 42 25 40 22 22 29 65 21 28 28 36 60 50 47 48
Arpp21 ENSMUSG00000032503 Arpp21 protein_coding 7 2 3 3 6 7 4 6 1 3 4 2 5 3 3 4 1 12 8 5 5 2
Pdcd6ip ENSMUSG00000032504 Pdcd6ip protein_coding 6341 7675 8332 7368 8070 3360 10044 7511 7865 6837 7306 8755 7654 8210 6843 8921 3880 7035 2754 2934 3784 2729
Fbxl2 ENSMUSG00000032507 Fbxl2 protein_coding 51 38 79 37 52 9 31 47 41 21 39 45 30 31 24 30 18 28 150 139 151 145
Myd88 ENSMUSG00000032508 Myd88 protein_coding 779 843 833 997 1016 1078 1839 1054 1314 1090 1132 1418 1023 1274 1243 1459 1432 1832 357 428 461 448
Scn5a ENSMUSG00000032511 Scn5a protein_coding 41 45 52 29 52 1 10 28 18 20 18 39 33 35 22 31 3 18 16 18 31 23
Wdr48 ENSMUSG00000032512 Wdr48 protein_coding 1596 1970 2327 1734 1850 335 1329 1145 753 732 851 974 732 1422 1262 1203 489 1037 1181 1142 1339 851
Gorasp1 ENSMUSG00000032513 Gorasp1 protein_coding 1205 1072 1114 893 1111 414 935 530 467 524 387 514 566 894 879 733 459 694 818 856 1004 702
Ttc21a ENSMUSG00000032514 Ttc21a protein_coding 10 15 12 10 26 0 3 1 3 8 2 0 4 9 5 3 0 1 11 4 2 5
Csrnp1 ENSMUSG00000032515 Csrnp1 protein_coding 149 331 354 351 244 317 626 233 402 319 262 398 330 352 405 507 350 394 127 60 108 90
Mobp ENSMUSG00000032517 Mobp protein_coding 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rpsa ENSMUSG00000032518 Rpsa protein_coding 18510 23328 23672 20913 22161 76023 32984 25091 28406 25346 26516 31638 19476 29026 31808 27570 53345 45988 8423 9091 11440 7179
Slc25a38 ENSMUSG00000032519 Slc25a38 protein_coding 568 498 579 470 555 912 726 578 568 553 607 616 467 682 701 683 946 1030 186 207 221 184
Hhatl ENSMUSG00000032523 Hhatl protein_coding 39 35 34 33 79 9 19 15 11 45 22 12 43 31 16 27 17 24 49 16 23 37
Nktr ENSMUSG00000032525 Nktr protein_coding 2254 2732 3830 2821 3003 252 1804 2708 1873 1267 1892 2104 1604 1728 1391 2271 230 1070 1581 1238 1525 1312
Ss18l2 ENSMUSG00000032526 Ss18l2 protein_coding 447 374 391 297 419 872 489 392 430 396 446 475 387 384 481 315 752 548 130 99 136 112
Pccb ENSMUSG00000032527 Pccb protein_coding 4251 4890 5420 3681 3988 2525 3516 2484 1830 2092 1709 1951 2074 3633 3752 2952 2293 2712 1625 1614 1786 1218
Vipr1 ENSMUSG00000032528 Vipr1 protein_coding 4646 7119 7616 5749 7884 2219 5790 5794 4891 4843 4405 5542 4733 6991 4539 5887 2193 3941 2661 2194 2841 2457
Lyzl4 ENSMUSG00000032530 Lyzl4 protein_coding 21 24 42 25 35 8 18 21 16 9 12 18 15 10 28 26 3 20 17 10 12 18
Amotl2 ENSMUSG00000032531 Amotl2 protein_coding 555 556 701 499 660 139 494 410 408 479 353 468 391 765 394 701 165 317 378 266 297 285
Cck ENSMUSG00000032532 Cck protein_coding 163 81 10 107 98 175 173 77 80 124 58 75 77 104 178 60 204 152 43 54 71 30
Cep63 ENSMUSG00000032534 Cep63 protein_coding 649 854 973 519 701 762 665 697 501 649 582 684 507 459 606 515 500 485 410 518 509 384
Trak1 ENSMUSG00000032536 Trak1 protein_coding 5361 8687 11198 7457 7577 2048 5904 8323 5123 6282 6116 6733 6090 7368 4669 5418 2215 3832 3353 3008 3815 2299
Ephb1 ENSMUSG00000032537 Ephb1 protein_coding 17 9 15 23 12 4 9 6 8 12 10 10 8 25 8 6 0 3 10 4 2 1
Abhd5 ENSMUSG00000032540 Abhd5 protein_coding 673 748 1021 554 754 571 672 565 421 390 438 579 457 713 767 582 683 856 350 314 366 335
Ryk ENSMUSG00000032547 Ryk protein_coding 1890 2077 2314 1760 2111 2047 2079 1389 1373 1471 1239 1308 1307 2220 2155 2037 2012 2056 797 958 1191 686
Slco2a1 ENSMUSG00000032548 Slco2a1 protein_coding 2418 3257 3808 3121 4572 609 2712 2648 2465 3262 1948 2764 2742 2444 1939 2498 1256 1483 1046 887 1112 1396
Rab6b ENSMUSG00000032549 Rab6b protein_coding 430 327 550 301 506 68 110 191 137 216 126 153 134 210 172 195 63 153 152 190 204 170
X1110059G10Rik ENSMUSG00000032551 1110059G10Rik protein_coding 361 364 421 329 379 661 386 391 350 371 336 382 349 478 478 373 595 578 109 131 186 91
Srprb ENSMUSG00000032553 Srprb protein_coding 765 640 634 727 670 685 998 679 797 675 618 828 707 832 801 875 918 825 469 526 688 418
Trf ENSMUSG00000032554 Trf protein_coding 131 87 174 168 136 218 202 166 78 118 103 102 180 205 144 130 178 121 562 458 611 454
Topbp1 ENSMUSG00000032555 Topbp1 protein_coding 1402 2020 1948 1815 1714 995 2089 1522 1145 962 1267 1289 905 1725 2088 2214 1239 2057 618 617 915 567
Bfsp2 ENSMUSG00000032556 Bfsp2 protein_coding 2 9 9 3 1 16 2 18 7 19 25 10 11 0 30 9 26 7 1 5 0 7
